id,name,text,trans
4901021310010,灯織,"……軍を抜けて、今はどこに？
──なんて、愚問ですよね","……군을 빠져나와서, 지금은 어디에?
──라니, 어리석은 질문이군요"
4901021310020,灯織,こんなところで会いたくありませんでした,이런 곳에서 만나고 싶지 않았어요
0000000000000,男,"そうだな
俺もだ","그러게
나도야"
4901021310030,灯織,だったら！,그렇다면!
0000000000000,男,"それでも
あのまま上の言いなりになるのはごめんだった","그래도
그대로 위에서 말하는 대로 하는 건 사양이였어"
0000000000000,男,話せてよかったよ,말할 수 있어서 다행이야
0000000000000,男,"ごめん
これで本当にさよならだ","미안
이걸로 정말로 작별이야"
4901021310040,灯織,"…………そうですね
私も覚悟を決めました","…………그렇군요
저도 각오를 다졌어요"
4901021310050,灯織,あなたを野放しにしておくわけにはいかないと、命令で,"당신을 멋대로 내버려둘 수는 없다는, 명령으로"
4901021310060,灯織,大丈夫です,괜찮아요
4901021310070,灯織,ひとりにはしませんから,홀로 두지는 않을 테니까
info,special_communications/490102131.json,
번역자,,
