id,name,text,trans
4901021450010,霧子,──────…………,──────…………
0000000000000,男,────やめてくれっ……,────그만둬……
0000000000000,男,"おい……っ
やめろ……お前はもう逃げられない…………！","어이……
그만둬……넌 이제 도망칠 수 없어…………!"
0000000000000,男,"…………っ
聞こえないのか……！　次は反撃する…………！","…………큭
듣지도 않는 건가……! 다음은 반격이다…………!"
4901021450020,霧子,────────…………,────────…………
0000000000000,男,"……っ
いいだろう────","……윽
이제 됐겠지────"
4901021450030,霧子,………………っ,………………읏
0000000000000,男,────────霧子………………？,────────키리코………………？
0000000000000,男,"きりこ……霧子なのか………………っ
……どうして────────！","키리코……키리코였던 거야………………?
……어째서────────!"
4901021450040,霧子,"……わ……悪いことを…………
いっぱい……しました………………","……나……나쁜 짓을…………
잔뜩……했어요………………"
4901021450050,霧子,"………………
もう…………戻れ……ない…………から………………","………………
이젠…………돌이킬 수……없으…………니까………………"
4901021450060,霧子,"──────ありがとう…………
…………終わらせて……くれて────────","──────고마워요…………
…………이렇게……끝내줘서────────"
info,special_communications/490102145.json,
번역자,,
