id,name,text,trans
0000000000000,プロデューサー,"小糸、わざわざ来てもらって悪いな
これ、渡したくてさ","코이토, 이렇게 오게 해서 미안해
이거, 건네주고 싶어서 말야"
1022002010010,小糸,"…………？
こ、これって──","…………?
이, 이건──"
0000000000000,プロデューサー,小糸宛のファンレターだよ,코이토한테 온 팬레터야
1022002010020,小糸,ぴぇ……！,삐에……!
1022002010030,小糸,"こ、これ、全部
本当にわたしに……！？","이, 이거, 전부
정말로 저한테……!?"
1022002010040,小糸,"他のみんなに
じゃなくてですか……？","다른 모두한테
온 게 아니라요……?"
0000000000000,プロデューサー,"はは
宛名、ちゃんと小糸宛になってるだろ？","하하
받는 사람, 제대로 코이토로 되어있지?"
1022002010050,小糸,えっと……,어어……
1022002010060,小糸,──『福丸小糸様』,──『후쿠마루 코이토 님』
1022002010080,小糸,…………！,…………!
0000000000000,プロデューサー,早速読んでみたらどうだ？,바로 읽어보는 게 어때?
1022002010090,小糸,はい……！,네……!
1022002010100,小糸,………………,………………
1022002010110,小糸,"や、やっぱり、
あとで家でひとりで読みます……！","여, 역시,
나중에 집에서 혼자 읽을게요……!"
info,produce_events/102200211.json,
번역자,,
