id,name,text,trans
0000000000000,付き人,皆の者！,여러분!
0000000000000,付き人,"こちらにおわすお方をどなたと心得る
恐れ多くも天下の将軍、樹里様にあらせられるぞ！","이쪽에 계신 분을 어느 분으로 아는가
황공하옵게도 천하의 쇼군, 쥬리님이올시다!"
0000000000000,町人たち,ははーっ！,네 네ー엣!
4901021600010,樹里,"みんな、頭を上げて
今からアタシの言うことに答えてくれ！","다들, 머리를 들어
지금부터 내가 하는 말에 대답해줘!"
0000000000000,町人たち,ははーっ！,네 네ー엣!
4901021600020,樹里,もう喧嘩はしないよな？,더 이상 싸움은 하지 않는 거지?
0000000000000,町人たち,ははーっ！,네 네ー엣!
4901021600030,樹里,これまでのことは水に流すよな？,지금까지의 일은 흘려보내는 거지?
0000000000000,町人たち,ははーっ！,네 네ー엣!
4901021600040,樹里,これからは仲良くできるよな？,이제부터는 사이좋게 지낼 수 있지?
0000000000000,町人たち,ははーっ！,네 네ー엣!
4901021600050,樹里,"うっし！　よく約束してくれたな！
あっぱれだ！","좋아! 잘 약속해줬구나!
장하구나!"
info,special_communications/490102160.json,
번역자,,
