id,name,text,trans
6004004010010,恋鐘,────……,────……
0000000000000,プロデューサー,（──集中してるな）,(──집중하고 있네)
6004004010020,恋鐘,あっ、プロデューサー！,"앗, 프로듀서!"
0000000000000,プロデューサー,ごめん、邪魔したか？,"미안, 방해한 거야?"
6004004010030,恋鐘,"ううん！
プロデューサーのこと待っとったと！","아니!
프로듀서를 기다리고 있었제!"
6004004010040,恋鐘,今、うち、音ば聴きよって…………,"내, 아까까지, 소리를 듣고 있었어야…………"
6004004010050,恋鐘,"機材の音もして～、お客さんもざわざわ～ってしとって、
そいで────","기재 소리도 나고~, 관객들도 웅성웅성허고, 
그리고────"
6004004010060,恋鐘,────うーん、そいで……,"────으ー음, 그리고……"
0000000000000,プロデューサー,……うん、恋鐘,"……응, 코가네"
0000000000000,プロデューサー,"ここにいる、みんなのこと
笑顔にしてきてくれ","여기 있는, 모두를
미소짓게 해줘"
0000000000000,プロデューサー,恋鐘ならできるよ,코가네라면 할 수 있어
6004004010080,恋鐘,──プロデューサー……！,──프로듀서……!
6004004010090,恋鐘,"うちの持っとるもん、ぜ～んぶ使って歌うけん……
目ば離さんとってね！","내가 가진, 전~부를 써서 노래할 텡께……
눈 떼면 안된디야!"
0000000000000,プロデューサー,ああ！　もちろんだ！,응! 물론이지!
info,produce_events/600400401.json,
번역자,,
