id,name,text,trans
0000000000000,プロデューサー,──お疲れ、透,"──수고, 토오루"
6020002020010,透,ういーす,옙
0000000000000,プロデューサー,"──おーい、待った待った！
もうちょっと感想くれ","──어이ー, 잠깐 잠깐!
감상을 좀더 내줘봐"
0000000000000,プロデューサー,"お客さんのイメージトレーニング、
効果あったか？","손님 이미지 트레이닝,
효과 있었어?"
6020002020020,透,……あー,……아ー
6020002020030,透,"えっと、親とおばあちゃんと
お母さんのおばあちゃんといとこと……","으음, 부모님이랑 할머니랑
외할머니랑 사촌이랑……"
0000000000000,プロデューサー,……まぁ、そうだよな,"……뭐, 그렇지"
0000000000000,プロデューサー,"まだノクチルのこと応援してくれる人は
多くないかもしれないけど────","아직 녹칠을 응원해주는 사람은
많지 않을지도 모르지만────"
0000000000000,プロデューサー,"他のユニットのファンの人にもいいもの見てもらって、
応援してくれる人、増やしていこうな","다른 유닛의 팬들에게도 좋은 걸 보여줘서,
응원해주는 사람들을 늘려나가자"
6020002020040,透,……いいもの,……좋은 것
6020002020050,透,"それは、大丈夫そう
たぶん","그건, 괜찮은 것 같아
아마도"
info,produce_events/602000202.json,
번역자,,
